player,source_season,target_season,position,source_minutes,target_minutes,source_xg90,target_xg90,source_xa90,target_xa90
Marcus Rashford,2018,2019,FWD,2360,2673,0.443,0.657,0.201,0.184
Marcus Rashford,2019,2020,MID,2673,2941,0.657,0.293,0.184,0.128
Marcus Rashford,2020,2021,FWD,2941,1229,0.293,0.207,0.128,0.178
Marcus Rashford,2021,2022,MID,1229,2907,0.207,0.581,0.178,0.116
Marcus Rashford,2022,2023,FWD,2907,2292,0.581,0.301,0.116,0.094
Marcus Rashford,2023,2024,FWD,2292,1284,0.301,0.224,0.094,0.316
Marcus Tavernier,2022,2023,MID,1770,2163,0.2,0.182,0.138,0.261
Marcus Tavernier,2023,2024,MID,2163,1504,0.182,0.36,0.261,0.21
Mario Lemina,2014,2015,DEF,1215,1066,0.11,0.041,0.069,0.044
Mario Lemina,2015,2016,MID,1066,888,0.041,0.248,0.044,0.086
Mario Lemina,2016,2017,FWD,888,1725,0.248,0.037,0.086,0.033
Mario Lemina,2017,2018,MID,1725,1617,0.037,0.05,0.033,0.073
Mario Lemina,2020,2021,DEF,1706,1997,0.066,0.122,0.059,0.018
Mario Lemina,2021,2022,MID,1997,2181,0.122,0.017,0.018,0.009
Mario Lemina,2022,2023,MID,2181,3002,0.017,0.138,0.009,0.054
Mario Lemina,2023,2024,MID,3002,1366,0.138,0.079,0.054,0.085
Mark Flekken,2021,2022,GK,2880,3060,0.0,0.0,0.001,0.017
Mark Flekken,2022,2023,GK,3060,3293,0.0,0.0,0.017,0.008
Mark Flekken,2023,2024,GK,3293,2555,0.0,0.0,0.008,0.011
Mark Travers,2022,2023,GK,1030,360,0.0,0.0,0.0,0.0
Mark Travers,2023,2024,GK,360,450,0.0,0.0,0.0,0.0
Marshall Munetsi,2019,2020,FWD,819,1922,0.019,0.043,0.082,0.01
Marshall Munetsi,2020,2021,MID,1922,1883,0.043,0.212,0.01,0.029
Marshall Munetsi,2021,2022,DEF,1883,2721,0.212,0.27,0.029,0.111
Marshall Munetsi,2022,2023,MID,2721,2187,0.27,0.301,0.111,0.075
Marshall Munetsi,2023,2024,MID,2187,2125,0.301,0.347,0.075,0.088
Martin Dubravka,2017,2018,GK,1080,3420,0.0,0.0,0.0,0.0
Martin Dubravka,2018,2019,GK,3420,3420,0.0,0.0,0.0,0.0
Martin Dubravka,2019,2020,GK,3420,1170,0.0,0.0,0.0,0.0
Martin Dubravka,2020,2021,GK,1170,2340,0.0,0.0,0.0,0.001
Martin Dubravka,2023,2024,GK,1983,900,0.0,0.0,0.005,0.0
Martin Odegaard,2019,2020,MID,2545,1095,0.116,0.066,0.238,0.191
Martin Odegaard,2020,2021,MID,1095,2803,0.066,0.136,0.191,0.212
Martin Odegaard,2021,2022,MID,2803,3203,0.136,0.257,0.212,0.259
Martin Odegaard,2022,2023,MID,3203,3117,0.257,0.221,0.259,0.334
Martin Odegaard,2023,2024,MID,3117,1842,0.221,0.244,0.334,0.301
Marvelous Nakamba,2019,2020,FWD,1836,757,0.006,0.004,0.027,0.007
Marvelous Nakamba,2020,2021,MID,757,905,0.004,0.0,0.007,0.005
Mason Holgate,2016,2017,DEF,1378,1182,0.021,0.036,0.103,0.051
Mason Holgate,2017,2018,FWD,1182,407,0.036,0.0,0.051,0.0
Mason Holgate,2018,2019,DEF,407,2047,0.0,0.062,0.0,0.049
Mason Holgate,2019,2020,DEF,2047,2298,0.062,0.051,0.049,0.022
Mason Holgate,2020,2021,DEF,2298,2137,0.051,0.07,0.022,0.004
Mason Holgate,2021,2022,DEF,2137,505,0.07,0.165,0.004,0.058
Mason Holgate,2022,2023,FWD,505,718,0.165,0.116,0.058,0.055
Mason Mount,2019,2020,FWD,2894,2891,0.233,0.214,0.164,0.307
Mason Mount,2020,2021,MID,2891,2367,0.214,0.324,0.307,0.274
Mason Mount,2021,2022,MID,2367,1682,0.324,0.114,0.274,0.161
Mason Mount,2022,2023,FWD,1682,501,0.114,0.112,0.161,0.067
Mateo Kovacic,2014,2015,MID,2462,1022,0.121,0.088,0.157,0.151
Mateo Kovacic,2015,2016,FWD,1022,1688,0.088,0.048,0.151,0.119
Mateo Kovacic,2016,2017,FWD,1688,982,0.048,0.032,0.119,0.061
Mateo Kovacic,2017,2018,FWD,982,1756,0.032,0.103,0.061,0.103
Mateo Kovacic,2018,2019,FWD,1756,2086,0.103,0.042,0.103,0.08
Mateo Kovacic,2019,2020,MID,2086,1833,0.042,0.046,0.08,0.094
Mateo Kovacic,2020,2021,MID,1833,1541,0.046,0.099,0.094,0.241
Mateo Kovacic,2021,2022,MID,1541,1700,0.099,0.07,0.241,0.095
Mateo Kovacic,2022,2023,FWD,1700,1540,0.07,0.084,0.095,0.099
Mateo Kovacic,2023,2024,FWD,1540,1783,0.084,0.072,0.099,0.165
Matheus Cunha,2018,2019,FWD,849,1011,0.416,0.48,0.095,0.136
Matheus Cunha,2019,2020,MID,1011,2164,0.48,0.341,0.136,0.179
Matheus Cunha,2020,2021,MID,2164,1094,0.341,0.616,0.179,0.247
Matheus Cunha,2021,2022,FWD,1094,1330,0.616,0.234,0.247,0.104
Matheus Cunha,2022,2023,FWD,1330,2499,0.234,0.368,0.104,0.141
Matheus Cunha,2023,2024,MID,2499,2158,0.368,0.279,0.141,0.262
Matheus Nunes,2022,2023,MID,2507,817,0.085,0.102,0.073,0.172
Matheus Nunes,2023,2024,FWD,817,1133,0.102,0.045,0.172,0.239
Mathias Jensen,2021,2022,MID,1598,2898,0.152,0.06,0.178,0.112
Mathias Jensen,2022,2023,MID,2898,2294,0.06,0.027,0.112,0.193
Mathias Jensen,2023,2024,MID,2294,722,0.027,0.034,0.193,0.188
Mathys Tel,2022,2023,FWD,356,965,0.873,0.455,0.161,0.238
Mathys Tel,2023,2024,FWD,965,559,0.455,0.259,0.238,0.11
Matt Doherty,2018,2019,MID,3145,2842,0.151,0.205,0.144,0.067
Matt Doherty,2019,2020,MID,2842,1228,0.205,0.027,0.067,0.056
Matt Doherty,2020,2021,DEF,1228,864,0.027,0.322,0.056,0.211
Matt Doherty,2021,2022,MID,864,680,0.322,0.115,0.211,0.038
Matt Doherty,2022,2023,FWD,680,1087,0.115,0.092,0.038,0.091
Matt Doherty,2023,2024,FWD,1087,1706,0.092,0.08,0.091,0.09
Matt Ritchie,2017,2018,MID,2822,2965,0.102,0.135,0.21,0.155
Matt Ritchie,2018,2019,DEF,2965,1321,0.135,0.103,0.155,0.16
Matt Ritchie,2019,2020,MID,1321,1360,0.103,0.022,0.16,0.165
Matt Ritchie,2020,2021,DEF,1360,1335,0.022,0.025,0.165,0.132
Matt Targett,2015,2016,MID,1077,373,0.01,0.018,0.03,0.07
Matt Targett,2018,2019,FWD,1180,2305,0.046,0.015,0.162,0.129
Matt Targett,2019,2020,DEF,2305,3407,0.015,0.007,0.129,0.074
Matt Targett,2020,2021,DEF,3407,2880,0.007,0.032,0.074,0.121
Matt Targett,2021,2022,DEF,2880,575,0.032,0.004,0.121,0.062
Matthew Cash,2020,2021,DEF,2389,3386,0.009,0.066,0.072,0.077
Matthew Cash,2021,2022,DEF,3386,1822,0.066,0.008,0.077,0.023
Matthew Cash,2022,2023,DEF,1822,2142,0.008,0.188,0.023,0.125
Matthew Cash,2023,2024,FWD,2142,1484,0.188,0.021,0.125,0.09
Matthijs de Ligt,2019,2020,DEF,2454,2220,0.111,0.038,0.008,0.041
Matthijs de Ligt,2020,2021,DEF,2220,2680,0.038,0.081,0.041,0.058
Matthijs de Ligt,2021,2022,DEF,2680,2407,0.081,0.049,0.058,0.029
Matthijs de Ligt,2022,2023,DEF,2407,1390,0.049,0.126,0.029,0.011
Matthijs de Ligt,2023,2024,DEF,1390,2107,0.126,0.123,0.011,0.012
Matz Sels,2018,2019,GK,3330,2430,0.0,0.0,0.0,0.0
Matz Sels,2019,2020,GK,2430,540,0.0,0.0,0.0,0.0
Matz Sels,2020,2021,GK,540,3330,0.0,0.002,0.0,0.001
Matz Sels,2021,2022,GK,3330,3420,0.002,0.0,0.001,0.007
Matz Sels,2022,2023,GK,3420,3150,0.0,0.0,0.007,0.013
Matz Sels,2023,2024,GK,3150,2700,0.0,0.0,0.013,0.001
Max Kilman,2020,2021,DEF,1291,2693,0.021,0.046,0.022,0.005
Max Kilman,2021,2022,DEF,2693,3310,0.046,0.04,0.005,0.005
Max Kilman,2022,2023,DEF,3310,3420,0.04,0.068,0.005,0.03
Max Kilman,2023,2024,DEF,3420,2628,0.068,0.054,0.03,0.029
Maxence Lacroix,2020,2021,DEF,2589,2508,0.052,0.036,0.008,0.025
Maxence Lacroix,2021,2022,DEF,2508,1625,0.036,0.023,0.025,0.004
Maxence Lacroix,2022,2023,DEF,1625,2365,0.023,0.038,0.004,0.025
Maxence Lacroix,2023,2024,DEF,2365,2340,0.038,0.08,0.025,0.034
Maxime Estève,2021,2022,DEF,1847,1633,0.036,0.023,0.007,0.001
Maxime Estève,2022,2023,DEF,1633,2316,0.023,0.026,0.001,0.01
Maxwel Cornet,2015,2016,FWD,1497,1889,0.272,0.34,0.122,0.07
Maxwel Cornet,2016,2017,FWD,1889,1248,0.34,0.211,0.07,0.195
Maxwel Cornet,2017,2018,FWD,1248,1272,0.211,0.529,0.195,0.297
Maxwel Cornet,2018,2019,MID,1272,1320,0.529,0.134,0.297,0.216
Maxwel Cornet,2019,2020,MID,1320,2477,0.134,0.071,0.216,0.131
Maxwel Cornet,2020,2021,DEF,2477,1857,0.071,0.325,0.131,0.087
Michael Keane,2016,2017,DEF,3150,2563,0.042,0.044,0.028,0.033
Michael Keane,2017,2018,DEF,2563,2970,0.044,0.061,0.033,0.038
Michael Keane,2018,2019,DEF,2970,2550,0.061,0.071,0.038,0.024
Michael Keane,2019,2020,DEF,2550,2986,0.071,0.045,0.024,0.033
Michael Keane,2020,2021,DEF,2986,2799,0.045,0.039,0.033,0.043
Michael Keane,2021,2022,DEF,2799,982,0.039,0.122,0.043,0.096
Michael Keane,2022,2023,FWD,982,432,0.122,0.193,0.096,0.0
Michael Keane,2023,2024,FWD,432,811,0.193,0.088,0.0,0.014
Michael Olise,2021,2022,FWD,1125,2774,0.119,0.086,0.397,0.233
Michael Olise,2022,2023,MID,2774,1281,0.086,0.4,0.233,0.365
Michail Antonio,2015,2016,MID,2074,2451,0.256,0.359,0.124,0.124
Michail Antonio,2016,2017,MID,2451,1347,0.359,0.134,0.124,0.062
Michail Antonio,2017,2018,MID,1347,2084,0.134,0.262,0.062,0.174
Michail Antonio,2018,2019,MID,2084,1767,0.262,0.675,0.174,0.2
Michail Antonio,2019,2020,FWD,1767,1993,0.675,0.638,0.2,0.144
Michail Antonio,2020,2021,FWD,1993,2994,0.638,0.384,0.144,0.173
Michail Antonio,2021,2022,FWD,2994,1847,0.384,0.351,0.173,0.081
Michail Antonio,2022,2023,FWD,1847,1775,0.351,0.306,0.081,0.079
Michail Antonio,2023,2024,FWD,1775,859,0.306,0.314,0.079,0.167
Micky van de Ven,2022,2023,DEF,2970,2345,0.04,0.037,0.049,0.001
Micky van de Ven,2023,2024,DEF,2345,915,0.037,0.076,0.001,0.116
Miguel Almirón,2018,2019,MID,774,3063,0.185,0.228,0.081,0.085
Miguel Almirón,2019,2020,MID,3063,2458,0.228,0.128,0.085,0.115
Miguel Almirón,2020,2021,FWD,2458,1730,0.128,0.089,0.115,0.052
Miguel Almirón,2021,2022,FWD,1730,2550,0.089,0.308,0.052,0.104
Miguel Almirón,2022,2023,FWD,2550,1967,0.308,0.235,0.104,0.141
Mikel Merino,2017,2018,FWD,1336,2058,0.034,0.122,0.05,0.089
Mikel Merino,2018,2019,MID,2058,3149,0.122,0.08,0.089,0.055
Mikel Merino,2019,2020,MID,3149,2162,0.08,0.18,0.055,0.136
Mikel Merino,2020,2021,MID,2162,2905,0.18,0.156,0.136,0.137
Mikel Merino,2021,2022,MID,2905,2508,0.156,0.172,0.137,0.262
Mikel Merino,2022,2023,FWD,2508,2476,0.172,0.139,0.262,0.094
Mikel Merino,2023,2024,MID,2476,1317,0.139,0.355,0.094,0.102
Mikkel Damsgaard,2020,2021,FWD,1773,573,0.17,0.082,0.108,0.085
Mikkel Damsgaard,2021,2022,FWD,573,963,0.082,0.249,0.085,0.163
Mikkel Damsgaard,2022,2023,MID,963,797,0.249,0.099,0.163,0.259
Mikkel Damsgaard,2023,2024,FWD,797,2293,0.099,0.12,0.259,0.287
Milos Kerkez,2023,2024,DEF,1982,2644,0.077,0.022,0.063,0.142
Mohamed Elneny,2015,2016,FWD,799,693,0.149,0.072,0.034,0.017
Mohamed Elneny,2016,2017,MID,693,870,0.072,0.029,0.017,0.078
Mohamed Elneny,2017,2018,MID,870,383,0.029,0.105,0.078,0.052
Mohamed Elneny,2020,2021,MID,1540,785,0.028,0.018,0.015,0.045
Mohamed Salah,2014,2015,FWD,932,2753,0.417,0.307,0.189,0.231
Mohamed Salah,2015,2016,FWD,2753,2498,0.307,0.483,0.231,0.347
Mohamed Salah,2016,2017,MID,2498,2954,0.483,0.766,0.347,0.254
Mohamed Salah,2017,2018,MID,2954,3274,0.766,0.599,0.254,0.288
Mohamed Salah,2018,2019,FWD,3274,2904,0.599,0.64,0.288,0.27
Mohamed Salah,2019,2020,FWD,2904,3085,0.64,0.591,0.27,0.19
Mohamed Salah,2020,2021,FWD,3085,2757,0.591,0.795,0.19,0.32
Mohamed Salah,2021,2022,FWD,2757,3307,0.795,0.635,0.32,0.237
Mohamed Salah,2022,2023,FWD,3307,2556,0.635,0.773,0.237,0.434
Mohamed Salah,2023,2024,FWD,2556,2766,0.773,0.74,0.434,0.388
Mohammed Kudus,2023,2024,FWD,2490,2027,0.187,0.281,0.127,0.111
Moisés Caicedo,2021,2022,MID,673,3135,0.086,0.035,0.031,0.076
Moisés Caicedo,2022,2023,FWD,3135,2897,0.035,0.009,0.076,0.078
Moisés Caicedo,2023,2024,MID,2897,2661,0.009,0.018,0.078,0.076
Morgan Gibbs-White,2022,2023,MID,3170,3177,0.189,0.172,0.222,0.27
Morgan Gibbs-White,2023,2024,MID,3177,2252,0.172,0.171,0.27,0.215
Morgan Rogers,2023,2024,MID,652,2571,0.15,0.245,0.125,0.21
Moussa Diaby,2018,2019,FWD,1123,1761,0.199,0.245,0.34,0.314
Moussa Diaby,2019,2020,FWD,1761,2400,0.245,0.182,0.314,0.28
Moussa Diaby,2020,2021,FWD,2400,2793,0.182,0.285,0.28,0.326
Moussa Diaby,2021,2022,MID,2793,2736,0.285,0.337,0.326,0.281
Moussa Diaby,2022,2023,FWD,2736,2233,0.337,0.26,0.281,0.347
Moussa Niakhate,2017,2018,DEF,3102,2788,0.029,0.061,0.006,0.014
Moussa Niakhate,2018,2019,DEF,2788,2970,0.061,0.032,0.014,0.027
Moussa Niakhate,2019,2020,DEF,2970,2867,0.032,0.075,0.027,0.053
Moussa Niakhate,2020,2021,DEF,2867,2564,0.075,0.142,0.053,0.019
Moussa Niakhate,2021,2022,DEF,2564,1170,0.142,0.096,0.019,0.005
Moussa Niakhate,2022,2023,DEF,1170,1446,0.096,0.073,0.005,0.006
Murillo,2023,2024,DEF,2813,2577,0.053,0.058,0.039,0.048
Mykhailo Mudryk,2022,2023,FWD,654,1563,0.262,0.294,0.1,0.224
Naif Aguerd,2018,2019,DEF,1051,958,0.136,0.026,0.003,0.0
Naif Aguerd,2019,2020,DEF,958,3148,0.026,0.094,0.0,0.02
Naif Aguerd,2020,2021,DEF,3148,2744,0.094,0.069,0.02,0.01
Naif Aguerd,2021,2022,DEF,2744,1600,0.069,0.141,0.01,0.035
Naif Aguerd,2022,2023,DEF,1600,1871,0.141,0.08,0.035,0.014
Nathan Aké,2015,2016,DEF,1868,826,0.078,0.239,0.034,0.11
Nathan Aké,2016,2017,DEF,826,3353,0.239,0.06,0.11,0.05
Nathan Aké,2017,2018,DEF,3353,3414,0.06,0.12,0.05,0.035
Nathan Aké,2018,2019,MID,3414,2503,0.12,0.11,0.035,0.071
Nathan Aké,2019,2020,DEF,2503,802,0.11,0.057,0.071,0.002
Nathan Aké,2020,2021,DEF,802,920,0.057,0.128,0.002,0.06
Nathan Aké,2021,2022,FWD,920,1874,0.128,0.065,0.06,0.052
Nathan Aké,2022,2023,DEF,1874,2046,0.065,0.096,0.052,0.076
Nathan Aké,2023,2024,FWD,2046,684,0.096,0.032,0.076,0.0
Nathan Collins,2021,2022,DEF,1671,1788,0.089,0.006,0.08,0.004
Nathan Collins,2022,2023,DEF,1788,2647,0.006,0.067,0.004,0.07
Nathan Collins,2023,2024,DEF,2647,2700,0.067,0.075,0.07,0.034
Nathan Patterson,2022,2023,DEF,1272,979,0.059,0.042,0.05,0.149
Nathan Redmond,2015,2016,MID,2321,2917,0.133,0.149,0.141,0.182
Nathan Redmond,2016,2017,MID,2917,1947,0.149,0.107,0.182,0.194
Nathan Redmond,2017,2018,MID,1947,3283,0.107,0.217,0.194,0.146
Nathan Redmond,2018,2019,MID,3283,2781,0.217,0.171,0.146,0.117
Nathan Redmond,2019,2020,MID,2781,1718,0.171,0.201,0.117,0.176
Nathan Redmond,2020,2021,MID,1718,1829,0.201,0.08,0.176,0.2
Nathaniel Clyne,2014,2015,DEF,3148,2970,0.027,0.055,0.06,0.056
Nathaniel Clyne,2015,2016,DEF,2970,3326,0.055,0.039,0.056,0.124
Nathaniel Clyne,2020,2021,DEF,1151,1351,0.01,0.004,0.017,0.021
Nathaniel Clyne,2021,2022,DEF,1351,1644,0.004,0.0,0.021,0.038
Nathaniel Clyne,2022,2023,FWD,1644,1341,0.0,0.012,0.038,0.01
Nathaniel Clyne,2023,2024,DEF,1341,459,0.012,0.002,0.01,0.032
Neal Maupay,2014,2015,FWD,343,511,0.303,0.161,0.038,0.229
Neal Maupay,2019,2020,FWD,2782,2526,0.439,0.491,0.081,0.152
Neal Maupay,2020,2021,MID,2526,2271,0.491,0.327,0.152,0.097
Neal Maupay,2021,2022,FWD,2271,1101,0.327,0.444,0.097,0.029
Neal Maupay,2022,2023,FWD,1101,1381,0.444,0.471,0.029,0.155
Neco Williams,2022,2023,MID,1860,1622,0.071,0.052,0.071,0.062
Neco Williams,2023,2024,DEF,1622,1859,0.052,0.132,0.062,0.061
Neto,2016,2017,GK,674,2970,0.0,0.015,0.0,0.0
Neto,2017,2018,GK,2970,3060,0.015,0.0,0.0,0.001
Neto,2022,2023,GK,2390,2880,0.0,0.0,0.0,0.0
Nick Pope,2019,2020,GK,3420,2880,0.0,0.0,0.005,0.003
Nick Pope,2020,2021,GK,2880,3240,0.0,0.0,0.003,0.002
Nick Pope,2021,2022,GK,3240,3261,0.0,0.0,0.002,0.0
Nick Pope,2022,2023,GK,3261,1347,0.0,0.001,0.0,0.0
Nick Pope,2023,2024,GK,1347,1710,0.001,0.0,0.0,0.0
Niclas Füllkrug,2017,2018,FWD,2387,1114,0.431,0.275,0.139,0.076
Niclas Füllkrug,2018,2019,FWD,1114,396,0.275,0.316,0.076,0.131
Niclas Füllkrug,2019,2020,FWD,396,875,0.316,0.519,0.131,0.021
Niclas Füllkrug,2022,2023,FWD,2482,2453,0.487,0.545,0.136,0.165
Niclas Füllkrug,2023,2024,FWD,2453,408,0.545,0.317,0.165,0.339
Nico González,2021,2022,FWD,1107,1429,0.116,0.12,0.067,0.069
Nicolas Jackson,2022,2023,FWD,1617,2818,0.477,0.634,0.231,0.169
Nicolas Jackson,2023,2024,FWD,2818,1927,0.634,0.607,0.169,0.157
Nicolo Zaniolo,2018,2019,MID,1771,1493,0.244,0.269,0.097,0.299
Nicolo Zaniolo,2021,2022,FWD,1998,906,0.275,0.401,0.118,0.089
Nicolo Zaniolo,2022,2023,MID,906,820,0.401,0.407,0.089,0.07
Nicolás Domínguez,2019,2020,FWD,689,1248,0.041,0.086,0.129,0.113
Nicolás Domínguez,2020,2021,MID,1248,2025,0.086,0.041,0.113,0.107
Nicolás Domínguez,2021,2022,MID,2025,2317,0.041,0.082,0.107,0.135
Nicolás Domínguez,2022,2023,MID,2317,1646,0.082,0.093,0.135,0.053
Nicolás Domínguez,2023,2024,FWD,1646,1423,0.093,0.105,0.053,0.083
Nikola Milenkovic,2017,2018,DEF,1254,3009,0.044,0.08,0.007,0.006
Nikola Milenkovic,2018,2019,DEF,3009,3257,0.08,0.061,0.006,0.006
Nikola Milenkovic,2019,2020,DEF,3257,3038,0.061,0.117,0.006,0.019
Nikola Milenkovic,2020,2021,DEF,3038,2941,0.117,0.046,0.019,0.016
Nikola Milenkovic,2021,2022,DEF,2941,2128,0.046,0.07,0.016,0.039
Nikola Milenkovic,2022,2023,FWD,2128,2497,0.07,0.022,0.039,0.032
Nikola Milenkovic,2023,2024,DEF,2497,2700,0.022,0.137,0.032,0.028
Noni Madueke,2022,2023,MID,662,1066,0.133,0.254,0.07,0.182
Noni Madueke,2023,2024,MID,1066,1593,0.254,0.531,0.182,0.138
Noussair Mazraoui,2022,2023,DEF,1073,1202,0.072,0.069,0.321,0.195
Noussair Mazraoui,2023,2024,FWD,1202,2345,0.069,0.029,0.195,0.052
Nuno Tavares,2021,2022,DEF,1162,2349,0.136,0.171,0.082,0.121
Nuno Tavares,2022,2023,FWD,2349,447,0.171,0.035,0.121,0.05
Nélson Semedo,2017,2018,DEF,1494,1603,0.017,0.02,0.073,0.016
Nélson Semedo,2018,2019,DEF,1603,2097,0.02,0.029,0.016,0.097
Nélson Semedo,2019,2020,FWD,2097,2994,0.029,0.039,0.097,0.027
Nélson Semedo,2020,2021,MID,2994,2151,0.039,0.058,0.027,0.057
Nélson Semedo,2021,2022,MID,2151,2646,0.058,0.027,0.057,0.022
Nélson Semedo,2022,2023,DEF,2646,3127,0.027,0.035,0.022,0.058
Nélson Semedo,2023,2024,MID,3127,2244,0.035,0.032,0.058,0.079
Odsonne Edouard,2021,2022,FWD,1579,1819,0.372,0.274,0.124,0.063
Odsonne Edouard,2022,2023,FWD,1819,1534,0.274,0.462,0.063,0.061
Ola Aina,2018,2019,MID,2161,2074,0.067,0.018,0.124,0.098
Ola Aina,2019,2020,FWD,2074,2683,0.018,0.028,0.098,0.052
Ola Aina,2020,2021,MID,2683,1443,0.028,0.021,0.052,0.11
Ola Aina,2021,2022,MID,1443,867,0.021,0.085,0.11,0.215
Ola Aina,2022,2023,FWD,867,1730,0.085,0.015,0.215,0.038
Ola Aina,2023,2024,DEF,1730,2589,0.015,0.015,0.038,0.043
Oleksandr Zinchenko,2017,2018,DEF,534,1153,0.015,0.016,0.059,0.134
Oleksandr Zinchenko,2018,2019,DEF,1153,1265,0.016,0.034,0.134,0.149
Oleksandr Zinchenko,2019,2020,FWD,1265,1473,0.034,0.04,0.149,0.066
Oleksandr Zinchenko,2020,2021,DEF,1473,1026,0.04,0.043,0.066,0.203
Oleksandr Zinchenko,2021,2022,FWD,1026,2179,0.043,0.049,0.203,0.081
Oleksandr Zinchenko,2022,2023,DEF,2179,1742,0.049,0.029,0.081,0.156
Oliver McBurnie,2019,2020,FWD,2123,1306,0.342,0.245,0.048,0.073
Oliver Norwood,2019,2020,FWD,3119,2239,0.039,0.017,0.112,0.051
Oliver Skipp,2021,2022,FWD,1340,1510,0.01,0.012,0.051,0.032
Oliver Skipp,2022,2023,MID,1510,660,0.012,0.093,0.032,0.074
Oliver Skipp,2023,2024,FWD,660,798,0.093,0.014,0.074,0.029
Ollie Watkins,2020,2021,FWD,3330,2970,0.44,0.348,0.144,0.091
Ollie Watkins,2021,2022,FWD,2970,3150,0.348,0.5,0.091,0.105
Ollie Watkins,2022,2023,FWD,3150,3250,0.5,0.533,0.105,0.214
Ollie Watkins,2023,2024,FWD,3250,2208,0.533,0.661,0.214,0.135
Omar Marmoush,2021,2022,FWD,1626,1463,0.284,0.332,0.122,0.075
Omar Marmoush,2022,2023,FWD,1463,2343,0.332,0.438,0.075,0.18
Omar Marmoush,2023,2024,MID,2343,2140,0.438,0.541,0.18,0.313
Orel Mangala,2020,2021,MID,2110,1878,0.049,0.107,0.074,0.133
Orel Mangala,2021,2022,MID,1878,1581,0.107,0.021,0.133,0.024
Orel Mangala,2022,2023,MID,1581,1989,0.021,0.069,0.024,0.038
Orel Mangala,2023,2024,FWD,1989,1326,0.069,0.052,0.038,0.037
Pablo Fornals,2015,2016,FWD,1276,2677,0.102,0.081,0.034,0.088
Pablo Fornals,2016,2017,MID,2677,2625,0.081,0.108,0.088,0.318
Pablo Fornals,2017,2018,MID,2625,2486,0.108,0.142,0.318,0.196
Pablo Fornals,2018,2019,MID,2486,2190,0.142,0.109,0.196,0.094
Pablo Fornals,2019,2020,MID,2190,2603,0.109,0.233,0.094,0.088
Pablo Fornals,2020,2021,MID,2603,2805,0.233,0.165,0.088,0.191
Pablo Fornals,2021,2022,MID,2805,1507,0.165,0.103,0.191,0.121
Pablo Fornals,2022,2023,MID,1507,1572,0.103,0.175,0.121,0.175
Pablo Sarabia,2014,2015,MID,2607,2539,0.127,0.179,0.256,0.293
Pablo Sarabia,2015,2016,FWD,2539,2128,0.179,0.206,0.293,0.211
Pablo Sarabia,2016,2017,FWD,2128,2407,0.206,0.269,0.211,0.236
Pablo Sarabia,2017,2018,DEF,2407,2731,0.269,0.395,0.236,0.373
Pablo Sarabia,2018,2019,MID,2731,1159,0.395,0.304,0.373,0.313
Pablo Sarabia,2019,2020,MID,1159,1301,0.304,0.446,0.313,0.431
Pablo Sarabia,2022,2023,FWD,1135,1763,0.283,0.305,0.15,0.31
Pablo Sarabia,2023,2024,FWD,1763,577,0.305,0.276,0.31,0.118
Pape Sarr,2020,2021,MID,1588,2128,0.045,0.076,0.023,0.068
Pape Sarr,2023,2024,MID,2141,1424,0.162,0.214,0.085,0.112
Pascal Groß,2015,2016,MID,2834,2734,0.098,0.187,0.266,0.254
Pascal Groß,2016,2017,MID,2734,2979,0.187,0.101,0.254,0.262
Pascal Groß,2017,2018,FWD,2979,1896,0.101,0.197,0.262,0.266
Pascal Groß,2018,2019,MID,1896,1812,0.197,0.072,0.266,0.296
Pascal Groß,2019,2020,MID,1812,2469,0.072,0.183,0.296,0.196
Pascal Groß,2020,2021,MID,2469,2044,0.183,0.126,0.196,0.255
Pascal Groß,2021,2022,MID,2044,3261,0.126,0.164,0.255,0.31
Pascal Groß,2022,2023,DEF,3261,3107,0.164,0.176,0.31,0.245
Patrick Dorgu,2023,2024,MID,1553,2155,0.165,0.144,0.119,0.087
Patson Daka,2021,2022,FWD,1164,1164,0.395,0.314,0.141,0.211
Pau Torres,2019,2020,DEF,2971,2970,0.052,0.033,0.063,0.024
Pau Torres,2020,2021,DEF,2970,2862,0.033,0.151,0.024,0.068
Pau Torres,2021,2022,DEF,2862,3055,0.151,0.062,0.068,0.033
Pau Torres,2022,2023,DEF,3055,2467,0.062,0.056,0.033,0.023
Pau Torres,2023,2024,DEF,2467,1639,0.056,0.021,0.023,0.001
Paul Dummett,2014,2015,DEF,2111,1907,0.07,0.013,0.052,0.008
Paul Dummett,2017,2018,DEF,1603,1976,0.013,0.013,0.04,0.016
Paul Dummett,2018,2019,DEF,1976,1229,0.013,0.002,0.016,0.015
Paul Dummett,2019,2020,DEF,1229,1254,0.002,0.032,0.015,0.016
Pedro Neto,2019,2020,FWD,911,2570,0.187,0.192,0.259,0.201
Pedro Neto,2020,2021,MID,2570,451,0.192,0.327,0.201,0.298
Pedro Neto,2021,2022,FWD,451,993,0.327,0.1,0.298,0.245
Pedro Neto,2022,2023,MID,993,1524,0.1,0.194,0.245,0.308
Pedro Neto,2023,2024,FWD,1524,1590,0.194,0.145,0.308,0.266
Pedro Porro,2018,2019,FWD,2216,731,0.067,0.002,0.117,0.019
Pedro Porro,2022,2023,MID,1154,3101,0.109,0.082,0.197,0.211
Pedro Porro,2023,2024,DEF,3101,2279,0.082,0.068,0.211,0.169
Phil Foden,2018,2019,MID,316,888,0.641,0.36,0.306,0.158
